,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
152,240.0,240.0,43.0,80.0,0.538,14.0,35.0,0.4,24.0,29.0,0.828,8.0,38.0,46.0,24.0,6.0,3.0,21.0,29.0,124.0,,0.668,0.625,0.438,0.363,21.6,82.6,55.4,55.8,5.8,5.8,18.5,100.0,119.4,100.1,,,10.0,12.0,0.833,5.0,8.0,1.0,12.0,14.0,1.0,3.0,7.0,7.0,7.0,2.0,2.0,4.0,4.0,37.0,40.0,1.019,1.042,1.0,1.167,51.2,29.3,34.2,52.8,5.1,10.2,50.0,36.0,171.0,108.0,ATL,124,0,1,240.0,240.0,36.0,87.0,0.414,8.0,35.0,0.229,24.0,28.0,0.857,8.0,29.0,37.0,20.0,10.0,3.0,15.0,22.0,104.0,,0.524,0.46,0.402,0.322,17.4,78.4,44.6,55.6,9.6,6.7,13.1,100.0,100.1,119.4,,,9.0,19.0,0.667,4.0,8.0,0.667,5.0,6.0,1.0,3.0,6.0,7.0,7.0,2.0,1.0,5.0,5.0,22.0,6.0,0.938,0.889,0.667,1.0,13.4,27.9,15.6,33.6,4.0,6.4,33.8,42.0,159.0,123.0,CHI,104,1,2021,2020-12-23,True
153,240.0,240.0,36.0,87.0,0.414,8.0,35.0,0.229,24.0,28.0,0.857,8.0,29.0,37.0,20.0,10.0,3.0,15.0,22.0,104.0,,0.524,0.46,0.402,0.322,17.4,78.4,44.6,55.6,9.6,6.7,13.1,100.0,100.1,119.4,,,9.0,19.0,0.667,4.0,8.0,0.667,5.0,6.0,1.0,3.0,6.0,7.0,7.0,2.0,1.0,5.0,5.0,22.0,6.0,0.938,0.889,0.667,1.0,13.4,27.9,15.6,33.6,4.0,6.4,33.8,42.0,159.0,123.0,CHI,104,1,0,240.0,240.0,43.0,80.0,0.538,14.0,35.0,0.4,24.0,29.0,0.828,8.0,38.0,46.0,24.0,6.0,3.0,21.0,29.0,124.0,,0.668,0.625,0.438,0.363,21.6,82.6,55.4,55.8,5.8,5.8,18.5,100.0,119.4,100.1,,,10.0,12.0,0.833,5.0,8.0,1.0,12.0,14.0,1.0,3.0,7.0,7.0,7.0,2.0,2.0,4.0,4.0,37.0,40.0,1.019,1.042,1.0,1.167,51.2,29.3,34.2,52.8,5.1,10.2,50.0,36.0,171.0,108.0,ATL,124,0,2021,2020-12-23,False
154,240.0,240.0,48.0,95.0,0.505,10.0,25.0,0.4,25.0,29.0,0.862,8.0,40.0,48.0,28.0,8.0,8.0,10.0,18.0,131.0,,0.608,0.558,0.263,0.305,17.8,88.9,53.3,58.3,7.4,11.8,8.5,100.0,121.6,110.5,,,9.0,17.0,0.667,3.0,5.0,0.75,14.0,15.0,1.0,4.0,7.0,9.0,9.0,3.0,3.0,3.0,4.0,28.0,14.0,0.847,0.833,0.556,1.071,22.2,35.4,19.4,41.6,4.2,10.0,15.9,27.5,151.0,116.0,SAS,131,0,1,240.0,240.0,49.0,95.0,0.516,10.0,27.0,0.37,11.0,18.0,0.611,5.0,37.0,42.0,27.0,6.0,8.0,11.0,20.0,119.0,,0.578,0.568,0.284,0.189,11.1,82.2,46.7,55.1,5.6,11.4,9.7,100.0,110.5,121.6,,,18.0,27.0,0.667,2.0,6.0,1.0,7.0,8.0,1.0,3.0,10.0,13.0,9.0,2.0,2.0,2.0,6.0,44.0,10.0,0.833,0.833,0.857,0.545,10.8,37.0,23.5,50.3,3.8,11.7,25.4,37.8,145.0,128.0,MEM,119,1,2021,2020-12-23,True
155,240.0,240.0,49.0,95.0,0.516,10.0,27.0,0.37,11.0,18.0,0.611,5.0,37.0,42.0,27.0,6.0,8.0,11.0,20.0,119.0,,0.578,0.568,0.284,0.189,11.1,82.2,46.7,55.1,5.6,11.4,9.7,100.0,110.5,121.6,,,18.0,27.0,0.667,2.0,6.0,1.0,7.0,8.0,1.0,3.0,10.0,13.0,9.0,2.0,2.0,2.0,6.0,44.0,10.0,0.833,0.833,0.857,0.545,10.8,37.0,23.5,50.3,3.8,11.7,25.4,37.8,145.0,128.0,MEM,119,1,0,240.0,240.0,48.0,95.0,0.505,10.0,25.0,0.4,25.0,29.0,0.862,8.0,40.0,48.0,28.0,8.0,8.0,10.0,18.0,131.0,,0.608,0.558,0.263,0.305,17.8,88.9,53.3,58.3,7.4,11.8,8.5,100.0,121.6,110.5,,,9.0,17.0,0.667,3.0,5.0,0.75,14.0,15.0,1.0,4.0,7.0,9.0,9.0,3.0,3.0,3.0,4.0,28.0,14.0,0.847,0.833,0.556,1.071,22.2,35.4,19.4,41.6,4.2,10.0,15.9,27.5,151.0,116.0,SAS,131,0,2021,2020-12-23,False
156,240.0,240.0,45.0,93.0,0.484,8.0,35.0,0.229,3.0,8.0,0.375,7.0,37.0,44.0,29.0,5.0,2.0,12.0,20.0,101.0,,0.523,0.527,0.376,0.086,16.3,75.5,47.8,64.4,5.1,4.3,11.1,100.0,102.6,112.7,,,8.0,14.0,0.875,3.0,8.0,0.5,3.0,5.0,0.6,4.0,7.0,9.0,6.0,2.0,1.0,4.0,5.0,19.0,5.0,0.875,0.875,1.0,0.385,29.2,50.8,34.8,33.1,3.6,3.8,40.0,27.7,183.0,119.0,DET,101,0,1,240.0,240.0,38.0,88.0,0.432,11.0,41.0,0.268,24.0,28.0,0.857,12.0,36.0,48.0,25.0,6.0,5.0,11.0,16.0,111.0,,0.553,0.494,0.466,0.318,24.5,83.7,52.2,65.8,6.1,8.6,9.9,100.0,112.7,102.6,,,10.0,18.0,0.6,4.0,11.0,0.5,8.0,8.0,1.0,3.0,8.0,11.0,7.0,2.0,3.0,4.0,4.0,23.0,17.0,0.814,0.7,0.8,1.2,11.2,43.3,25.3,38.7,4.1,14.1,22.8,30.8,145.0,109.0,MIN,111,1,2021,2020-12-23,False
157,240.0,240.0,38.0,88.0,0.432,11.0,41.0,0.268,24.0,28.0,0.857,12.0,36.0,48.0,25.0,6.0,5.0,11.0,16.0,111.0,,0.553,0.494,0.466,0.318,24.5,83.7,52.2,65.8,6.1,8.6,9.9,100.0,112.7,102.6,,,10.0,18.0,0.6,4.0,11.0,0.5,8.0,8.0,1.0,3.0,8.0,11.0,7.0,2.0,3.0,4.0,4.0,23.0,17.0,0.814,0.7,0.8,1.2,11.2,43.3,25.3,38.7,4.1,14.1,22.8,30.8,145.0,109.0,MIN,111,1,0,240.0,240.0,45.0,93.0,0.484,8.0,35.0,0.229,3.0,8.0,0.375,7.0,37.0,44.0,29.0,5.0,2.0,12.0,20.0,101.0,,0.523,0.527,0.376,0.086,16.3,75.5,47.8,64.4,5.1,4.3,11.1,100.0,102.6,112.7,,,8.0,14.0,0.875,3.0,8.0,0.5,3.0,5.0,0.6,4.0,7.0,9.0,6.0,2.0,1.0,4.0,5.0,19.0,5.0,0.875,0.875,1.0,0.385,29.2,50.8,34.8,33.1,3.6,3.8,40.0,27.7,183.0,119.0,DET,101,0,2021,2020-12-23,True
158,265.0,265.0,45.0,102.0,0.441,10.0,31.0,0.323,24.0,31.0,0.774,18.0,36.0,54.0,27.0,5.0,7.0,14.0,29.0,124.0,,0.536,0.49,0.304,0.304,33.3,78.3,54.0,60.0,4.6,10.1,10.8,100.0,113.3,111.5,,,8.0,20.0,0.6,5.0,11.0,0.5,5.0,7.0,1.0,6.0,8.0,10.0,7.0,2.0,2.0,3.0,6.0,22.0,8.0,0.689,0.7,0.733,0.571,25.6,45.9,27.2,28.1,2.3,5.2,22.5,28.0,165.0,117.0,SAC,12,0,1,265.0,265.0,47.0,98.0,0.48,8.0,29.0,0.276,20.0,24.0,0.833,10.0,36.0,46.0,28.0,6.0,11.0,15.0,25.0,122.0,,0.562,0.52,0.296,0.245,21.7,66.7,46.0,59.6,5.5,15.5,12.1,100.0,111.5,113.3,,,11.0,18.0,1.0,3.0,7.0,1.0,7.0,9.0,1.0,3.0,12.0,15.0,14.0,2.0,3.0,6.0,6.0,29.0,5.0,1.5,1.5,1.0,0.778,25.9,28.2,19.0,53.6,3.3,16.8,25.0,38.6,300.0,121.0,DEN,10,1,2021,2020-12-23,True
159,265.0,265.0,47.0,98.0,0.48,8.0,29.0,0.276,20.0,24.0,0.833,10.0,36.0,46.0,28.0,6.0,11.0,15.0,25.0,122.0,,0.562,0.52,0.296,0.245,21.7,66.7,46.0,59.6,5.5,15.5,12.1,100.0,111.5,113.3,,,11.0,18.0,1.0,3.0,7.0,1.0,7.0,9.0,1.0,3.0,12.0,15.0,14.0,2.0,3.0,6.0,6.0,29.0,5.0,1.5,1.5,1.0,0.778,25.9,28.2,19.0,53.6,3.3,16.8,25.0,38.6,300.0,121.0,DEN,10,1,0,265.0,265.0,45.0,102.0,0.441,10.0,31.0,0.323,24.0,31.0,0.774,18.0,36.0,54.0,27.0,5.0,7.0,14.0,29.0,124.0,,0.536,0.49,0.304,0.304,33.3,78.3,54.0,60.0,4.6,10.1,10.8,100.0,113.3,111.5,,,8.0,20.0,0.6,5.0,11.0,0.5,5.0,7.0,1.0,6.0,8.0,10.0,7.0,2.0,2.0,3.0,6.0,22.0,8.0,0.689,0.7,0.733,0.571,25.6,45.9,27.2,28.1,2.3,5.2,22.5,28.0,165.0,117.0,SAC,12,0,2021,2020-12-23,False
160,240.0,240.0,43.0,94.0,0.457,19.0,50.0,0.38,15.0,19.0,0.789,12.0,47.0,59.0,24.0,3.0,3.0,11.0,16.0,120.0,,0.586,0.559,0.532,0.202,26.1,88.7,59.6,55.8,3.1,5.1,9.7,100.0,122.1,101.8,,,8.0,16.0,1.0,4.0,11.0,1.0,4.0,6.0,1.0,4.0,13.0,17.0,7.0,1.0,1.0,3.0,3.0,20.0,22.0,1.0,1.0,1.0,4.0,29.1,41.8,29.3,40.8,1.8,3.7,17.2,37.1,214.0,108.0,UTA,120,0,1,240.0,240.0,37.0,92.0,0.402,12.0,33.0,0.364,14.0,17.0,0.824,6.0,34.0,40.0,23.0,6.0,3.0,6.0,18.0,100.0,,0.503,0.467,0.359,0.185,11.3,73.9,40.4,62.2,6.1,6.8,5.7,100.0,101.8,122.1,,,7.0,19.0,1.0,3.0,8.0,1.0,6.0,6.0,1.0,1.0,7.0,8.0,7.0,2.0,1.0,2.0,3.0,23.0,0.0,1.0,1.0,1.0,0.667,20.4,46.9,21.8,41.1,3.7,24.5,33.3,30.7,202.0,131.0,POR,100,1,2021,2020-12-23,True
161,240.0,240.0,37.0,92.0,0.402,12.0,33.0,0.364,14.0,17.0,0.824,6.0,34.0,40.0,23.0,6.0,3.0,6.0,18.0,100.0,,0.503,0.467,0.359,0.185,11.3,73.9,40.4,62.2,6.1,6.8,5.7,100.0,101.8,122.1,,,7.0,19.0,1.0,3.0,8.0,1.0,6.0,6.0,1.0,1.0,7.0,8.0,7.0,2.0,1.0,2.0,3.0,23.0,0.0,1.0,1.0,1.0,0.667,20.4,46.9,21.8,41.1,3.7,24.5,33.3,30.7,202.0,131.0,POR,100,1,0,240.0,240.0,43.0,94.0,0.457,19.0,50.0,0.38,15.0,19.0,0.789,12.0,47.0,59.0,24.0,3.0,3.0,11.0,16.0,120.0,,0.586,0.559,0.532,0.202,26.1,88.7,59.6,55.8,3.1,5.1,9.7,100.0,122.1,101.8,,,8.0,16.0,1.0,4.0,11.0,1.0,4.0,6.0,1.0,4.0,13.0,17.0,7.0,1.0,1.0,3.0,3.0,20.0,22.0,1.0,1.0,1.0,4.0,29.1,41.8,29.3,40.8,1.8,3.7,17.2,37.1,214.0,108.0,UTA,120,0,2021,2020-12-23,False
162,240.0,240.0,36.0,85.0,0.424,9.0,37.0,0.243,21.0,26.0,0.808,6.0,33.0,39.0,17.0,6.0,0.0,11.0,23.0,102.0,,0.529,0.476,0.435,0.306,12.5,84.6,44.8,47.2,6.0,0.0,10.2,100.0,101.5,105.5,,,11.0,26.0,1.0,3.0,8.0,1.0,10.0,12.0,1.0,2.0,7.0,8.0,5.0,2.0,0.0,3.0,4.0,32.0,14.0,1.0,1.0,0.875,0.6,5.7,40.8,18.3,46.3,3.5,0.0,100.0,40.1,206.0,111.0,DAL,102,0,1,240.0,240.0,38.0,79.0,0.481,11.0,30.0,0.367,19.0,27.0,0.704,6.0,42.0,48.0,21.0,7.0,7.0,18.0,26.0,106.0,,0.583,0.551,0.38,0.342,15.4,87.5,55.2,55.3,7.0,14.6,16.5,100.0,105.5,101.5,,,8.0,15.0,0.8,4.0,7.0,1.0,4.0,6.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,8.0,5.0,22.0,14.0,1.011,1.0,1.0,0.667,7.6,34.7,19.1,35.9,6.3,13.1,100.0,33.1,189.0,108.0,PHO,106,1,2021,2020-12-23,False
163,240.0,240.0,38.0,79.0,0.481,11.0,30.0,0.367,19.0,27.0,0.704,6.0,42.0,48.0,21.0,7.0,7.0,18.0,26.0,106.0,,0.583,0.551,0.38,0.342,15.4,87.5,55.2,55.3,7.0,14.6,16.5,100.0,105.5,101.5,,,8.0,15.0,0.8,4.0,7.0,1.0,4.0,6.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,8.0,5.0,22.0,14.0,1.011,1.0,1.0,0.667,7.6,34.7,19.1,35.9,6.3,13.1,100.0,33.1,189.0,108.0,PHO,106,1,0,240.0,240.0,36.0,85.0,0.424,9.0,37.0,0.243,21.0,26.0,0.808,6.0,33.0,39.0,17.0,6.0,0.0,11.0,23.0,102.0,,0.529,0.476,0.435,0.306,12.5,84.6,44.8,47.2,6.0,0.0,10.2,100.0,101.5,105.5,,,11.0,26.0,1.0,3.0,8.0,1.0,10.0,12.0,1.0,2.0,7.0,8.0,5.0,2.0,0.0,3.0,4.0,32.0,14.0,1.0,1.0,0.875,0.6,5.7,40.8,18.3,46.3,3.5,0.0,100.0,40.1,206.0,111.0,DAL,102,0,2021,2020-12-23,True
164,240.0,240.0,31.0,78.0,0.397,10.0,35.0,0.286,26.0,33.0,0.788,11.0,30.0,41.0,18.0,8.0,2.0,19.0,20.0,98.0,,0.53,0.462,0.449,0.423,26.2,88.2,53.9,58.1,8.3,5.3,17.0,100.0,101.3,114.7,,,11.0,20.0,1.0,4.0,8.0,0.5,10.0,15.0,1.0,4.0,10.0,14.0,6.0,2.0,1.0,5.0,6.0,32.0,5.0,1.0,1.0,1.0,1.0,35.2,36.9,23.1,47.6,3.1,3.9,50.0,33.3,129.0,121.0,NOP,98,0,1,240.0,240.0,38.0,75.0,0.507,16.0,37.0,0.432,19.0,23.0,0.826,4.0,31.0,35.0,29.0,11.0,2.0,17.0,25.0,111.0,,0.652,0.613,0.493,0.307,11.8,73.8,46.1,76.3,11.4,4.7,16.6,100.0,114.7,101.3,,,8.0,14.0,0.714,7.0,13.0,0.6,7.0,8.0,1.0,3.0,7.0,7.0,9.0,4.0,1.0,3.0,6.0,23.0,23.0,0.9,0.9,1.0,0.889,26.1,30.5,23.4,58.1,7.3,5.7,28.6,29.6,128.0,112.0,MIA,111,1,2021,2020-12-25,True
165,240.0,240.0,38.0,75.0,0.507,16.0,37.0,0.432,19.0,23.0,0.826,4.0,31.0,35.0,29.0,11.0,2.0,17.0,25.0,111.0,,0.652,0.613,0.493,0.307,11.8,73.8,46.1,76.3,11.4,4.7,16.6,100.0,114.7,101.3,,,8.0,14.0,0.714,7.0,13.0,0.6,7.0,8.0,1.0,3.0,7.0,7.0,9.0,4.0,1.0,3.0,6.0,23.0,23.0,0.9,0.9,1.0,0.889,26.1,30.5,23.4,58.1,7.3,5.7,28.6,29.6,128.0,112.0,MIA,111,1,0,240.0,240.0,31.0,78.0,0.397,10.0,35.0,0.286,26.0,33.0,0.788,11.0,30.0,41.0,18.0,8.0,2.0,19.0,20.0,98.0,,0.53,0.462,0.449,0.423,26.2,88.2,53.9,58.1,8.3,5.3,17.0,100.0,101.3,114.7,,,11.0,20.0,1.0,4.0,8.0,0.5,10.0,15.0,1.0,4.0,10.0,14.0,6.0,2.0,1.0,5.0,6.0,32.0,5.0,1.0,1.0,1.0,1.0,35.2,36.9,23.1,47.6,3.1,3.9,50.0,33.3,129.0,121.0,NOP,98,0,2021,2020-12-25,False
166,240.0,240.0,34.0,99.0,0.343,10.0,45.0,0.222,21.0,25.0,0.84,10.0,33.0,43.0,14.0,5.0,6.0,11.0,22.0,99.0,,0.45,0.394,0.455,0.253,16.9,75.0,41.7,41.2,4.7,11.1,9.1,100.0,92.1,128.4,,,6.0,18.0,0.571,3.0,10.0,0.75,5.0,6.0,1.0,3.0,5.0,8.0,6.0,1.0,3.0,2.0,4.0,19.0,-4.0,0.846,0.75,1.0,1.0,9.8,38.2,16.3,41.3,2.3,12.4,25.8,30.3,228.0,134.0,GSW,99,0,1,240.0,240.0,50.0,90.0,0.556,20.0,36.0,0.556,18.0,26.0,0.692,11.0,49.0,60.0,25.0,6.0,4.0,17.0,17.0,138.0,,0.68,0.667,0.4,0.289,25.0,83.1,58.3,50.0,5.6,7.4,14.4,100.0,128.4,92.1,,,10.0,15.0,1.0,6.0,8.0,1.0,7.0,15.0,1.0,4.0,11.0,13.0,6.0,2.0,1.0,3.0,2.0,31.0,27.0,1.125,1.125,0.75,1.071,28.6,34.6,22.7,67.4,5.9,6.4,50.0,34.3,192.0,102.0,MIL,138,1,2021,2020-12-25,True
167,240.0,240.0,50.0,90.0,0.556,20.0,36.0,0.556,18.0,26.0,0.692,11.0,49.0,60.0,25.0,6.0,4.0,17.0,17.0,138.0,,0.68,0.667,0.4,0.289,25.0,83.1,58.3,50.0,5.6,7.4,14.4,100.0,128.4,92.1,,,10.0,15.0,1.0,6.0,8.0,1.0,7.0,15.0,1.0,4.0,11.0,13.0,6.0,2.0,1.0,3.0,2.0,31.0,27.0,1.125,1.125,0.75,1.071,28.6,34.6,22.7,67.4,5.9,6.4,50.0,34.3,192.0,102.0,MIL,138,1,0,240.0,240.0,34.0,99.0,0.343,10.0,45.0,0.222,21.0,25.0,0.84,10.0,33.0,43.0,14.0,5.0,6.0,11.0,22.0,99.0,,0.45,0.394,0.455,0.253,16.9,75.0,41.7,41.2,4.7,11.1,9.1,100.0,92.1,128.4,,,6.0,18.0,0.571,3.0,10.0,0.75,5.0,6.0,1.0,3.0,5.0,8.0,6.0,1.0,3.0,2.0,4.0,19.0,-4.0,0.846,0.75,1.0,1.0,9.8,38.2,16.3,41.3,2.3,12.4,25.8,30.3,228.0,134.0,GSW,99,0,2021,2020-12-25,False
168,240.0,240.0,41.0,76.0,0.539,15.0,29.0,0.517,26.0,31.0,0.839,9.0,34.0,43.0,21.0,5.0,10.0,15.0,22.0,123.0,,0.686,0.638,0.382,0.408,25.0,63.0,47.8,51.2,5.3,14.1,14.3,100.0,129.2,99.8,,,13.0,21.0,1.0,7.0,10.0,1.0,8.0,9.0,1.0,5.0,6.0,11.0,8.0,2.0,4.0,7.0,4.0,37.0,31.0,1.5,1.5,1.0,2.0,31.1,35.6,27.4,51.5,3.5,12.6,46.7,37.1,300.0,112.0,BRK,123,0,1,240.0,240.0,37.0,98.0,0.378,8.0,27.0,0.296,13.0,19.0,0.684,20.0,27.0,47.0,23.0,6.0,5.0,15.0,27.0,95.0,,0.447,0.418,0.276,0.194,37.0,75.0,52.2,62.2,6.3,10.6,12.4,100.0,99.8,129.2,,,11.0,25.0,0.6,3.0,7.0,0.5,5.0,9.0,1.0,5.0,7.0,8.0,6.0,2.0,1.0,3.0,5.0,27.0,0.0,0.75,0.75,1.0,0.857,23.9,35.9,28.7,51.9,4.0,5.5,50.0,40.1,145.0,137.0,BOS,95,1,2021,2020-12-25,False
169,240.0,240.0,37.0,98.0,0.378,8.0,27.0,0.296,13.0,19.0,0.684,20.0,27.0,47.0,23.0,6.0,5.0,15.0,27.0,95.0,,0.447,0.418,0.276,0.194,37.0,75.0,52.2,62.2,6.3,10.6,12.4,100.0,99.8,129.2,,,11.0,25.0,0.6,3.0,7.0,0.5,5.0,9.0,1.0,5.0,7.0,8.0,6.0,2.0,1.0,3.0,5.0,27.0,0.0,0.75,0.75,1.0,0.857,23.9,35.9,28.7,51.9,4.0,5.5,50.0,40.1,145.0,137.0,BOS,95,1,0,240.0,240.0,41.0,76.0,0.539,15.0,29.0,0.517,26.0,31.0,0.839,9.0,34.0,43.0,21.0,5.0,10.0,15.0,22.0,123.0,,0.686,0.638,0.382,0.408,25.0,63.0,47.8,51.2,5.3,14.1,14.3,100.0,129.2,99.8,,,13.0,21.0,1.0,7.0,10.0,1.0,8.0,9.0,1.0,5.0,6.0,11.0,8.0,2.0,4.0,7.0,4.0,37.0,31.0,1.5,1.5,1.0,2.0,31.1,35.6,27.4,51.5,3.5,12.6,46.7,37.1,300.0,112.0,BRK,123,0,2021,2020-12-25,True
170,240.0,240.0,41.0,83.0,0.494,13.0,32.0,0.406,20.0,26.0,0.769,3.0,24.0,27.0,20.0,13.0,3.0,9.0,22.0,115.0,,0.609,0.572,0.386,0.313,7.7,58.5,33.8,48.8,13.1,5.8,8.7,100.0,116.3,139.5,,,9.0,19.0,1.0,4.0,7.0,1.0,7.0,8.0,1.0,1.0,4.0,5.0,7.0,3.0,1.0,3.0,5.0,27.0,1.0,1.0,1.125,1.0,3.0,6.2,23.7,15.2,100.0,6.9,6.6,37.5,34.7,207.0,150.0,DAL,115,0,1,240.0,240.0,51.0,91.0,0.56,19.0,39.0,0.487,17.0,24.0,0.708,17.0,36.0,53.0,33.0,9.0,4.0,16.0,23.0,138.0,,0.679,0.665,0.429,0.264,41.5,92.3,66.3,64.7,9.1,7.8,13.6,100.0,139.5,116.3,,,10.0,18.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,5.0,7.0,9.0,10.0,2.0,2.0,4.0,5.0,28.0,16.0,1.5,1.5,1.0,2.0,49.1,100.0,75.5,39.4,7.2,13.7,50.0,30.9,300.0,124.0,LAL,138,1,2021,2020-12-25,False
171,240.0,240.0,51.0,91.0,0.56,19.0,39.0,0.487,17.0,24.0,0.708,17.0,36.0,53.0,33.0,9.0,4.0,16.0,23.0,138.0,,0.679,0.665,0.429,0.264,41.5,92.3,66.3,64.7,9.1,7.8,13.6,100.0,139.5,116.3,,,10.0,18.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,5.0,7.0,9.0,10.0,2.0,2.0,4.0,5.0,28.0,16.0,1.5,1.5,1.0,2.0,49.1,100.0,75.5,39.4,7.2,13.7,50.0,30.9,300.0,124.0,LAL,138,1,0,240.0,240.0,41.0,83.0,0.494,13.0,32.0,0.406,20.0,26.0,0.769,3.0,24.0,27.0,20.0,13.0,3.0,9.0,22.0,115.0,,0.609,0.572,0.386,0.313,7.7,58.5,33.8,48.8,13.1,5.8,8.7,100.0,116.3,139.5,,,9.0,19.0,1.0,4.0,7.0,1.0,7.0,8.0,1.0,1.0,4.0,5.0,7.0,3.0,1.0,3.0,5.0,27.0,1.0,1.0,1.125,1.0,3.0,6.2,23.7,15.2,100.0,6.9,6.6,37.5,34.7,207.0,150.0,DAL,115,0,2021,2020-12-25,True
172,240.0,240.0,41.0,74.0,0.554,19.0,38.0,0.5,20.0,24.0,0.833,9.0,29.0,38.0,32.0,9.0,4.0,18.0,32.0,121.0,,0.715,0.682,0.514,0.324,29.0,74.4,54.3,78.0,9.7,8.9,17.6,100.0,130.3,116.3,,,8.0,14.0,1.0,5.0,9.0,1.0,8.0,11.0,1.0,4.0,6.0,10.0,9.0,4.0,1.0,6.0,5.0,23.0,14.0,1.33,1.5,1.0,5.5,27.0,37.1,20.7,39.1,6.8,5.6,34.7,26.7,200.0,126.0,LAC,121,0,1,240.0,240.0,37.0,81.0,0.457,11.0,36.0,0.306,23.0,31.0,0.742,10.0,22.0,32.0,25.0,7.0,1.0,13.0,20.0,108.0,,0.571,0.525,0.444,0.383,25.6,71.0,45.7,67.6,7.5,2.8,12.1,100.0,116.3,130.3,,,9.0,20.0,0.6,4.0,11.0,0.5,9.0,11.0,0.857,3.0,6.0,9.0,10.0,2.0,1.0,5.0,4.0,24.0,7.0,0.7,0.7,1.0,1.0,25.9,48.8,36.0,44.1,4.4,14.0,100.0,100.0,153.0,138.0,DEN,108,1,2021,2020-12-25,True
173,240.0,240.0,37.0,81.0,0.457,11.0,36.0,0.306,23.0,31.0,0.742,10.0,22.0,32.0,25.0,7.0,1.0,13.0,20.0,108.0,,0.571,0.525,0.444,0.383,25.6,71.0,45.7,67.6,7.5,2.8,12.1,100.0,116.3,130.3,,,9.0,20.0,0.6,4.0,11.0,0.5,9.0,11.0,0.857,3.0,6.0,9.0,10.0,2.0,1.0,5.0,4.0,24.0,7.0,0.7,0.7,1.0,1.0,25.9,48.8,36.0,44.1,4.4,14.0,100.0,100.0,153.0,138.0,DEN,108,1,0,240.0,240.0,41.0,74.0,0.554,19.0,38.0,0.5,20.0,24.0,0.833,9.0,29.0,38.0,32.0,9.0,4.0,18.0,32.0,121.0,,0.715,0.682,0.514,0.324,29.0,74.4,54.3,78.0,9.7,8.9,17.6,100.0,130.3,116.3,,,8.0,14.0,1.0,5.0,9.0,1.0,8.0,11.0,1.0,4.0,6.0,10.0,9.0,4.0,1.0,6.0,5.0,23.0,14.0,1.33,1.5,1.0,5.5,27.0,37.1,20.7,39.1,6.8,5.6,34.7,26.7,200.0,126.0,LAC,121,0,2021,2020-12-25,False
